10,3435,59,3,0
20,6878,101,4,0
30,10386,134,4,0
40,13986,168,4,0
50,17467,207,5,0
60,21018,259,5,0
70,24628,305,5,0
80,28078,350,6,0
90,31426,398,6,0
100,34920,437,6,0
110,38261,481,9,0
120,41855,524,9,0
130,45408,559,9,0
140,48952,607,9,0
150,52344,655,9,0
160,55828,696,10,0
170,59177,741,10,0
180,62709,787,11,0
190,66206,828,11,0
200,69673,877,12,0
210,73066,929,13,0
220,76599,991,14,0
230,80092,1030,15,0
240,83550,1067,15,0
250,87078,1103,15,0
260,90517,1137,15,0
270,94058,1177,15,0
280,97578,1218,15,0
290,101011,1252,16,0
300,104550,1294,16,0
310,108091,1335,16,0
320,111532,1374,16,0
330,114948,1411,16,0
340,118435,1439,16,0
350,121787,1480,16,0
360,125366,1515,16,0
370,128906,1557,18,0
380,132476,1583,19,0
390,135913,1626,20,0
400,139363,1651,20,0
410,142851,1689,21,0
420,146394,1736,22,0
430,149891,1789,23,0
440,153424,1830,23,0
450,157001,1874,24,0
460,160465,1924,24,0
470,164042,1965,25,0
480,167594,2013,26,0
490,171138,2071,26,0
500,174611,2110,26,0
510,178057,2134,26,0
520,181649,2176,26,0
530,185204,2232,26,0
540,188715,2271,26,0
550,192171,2292,26,0
560,195757,2332,26,0
570,199402,2384,28,0
580,202866,2430,29,0
590,206383,2476,29,0
600,209879,2541,31,0
610,213514,2578,31,0
620,216962,2617,32,0
630,220431,2652,33,0
640,223953,2702,33,0
650,227478,2733,33,0
660,231033,2775,33,0
670,234525,2815,34,0
680,237977,2856,35,0
690,241522,2895,35,0
700,245105,2939,35,0
710,248607,2977,35,0
720,252123,3006,35,0
730,255813,3049,36,0
740,259335,3092,37,0
750,262952,3127,37,0
760,266388,3178,37,0
770,269931,3215,38,0
780,273481,3253,39,0
790,277005,3290,39,0
800,280590,3343,40,0
810,284205,3388,41,0
820,287676,3434,41,0
830,291116,3470,41,0
840,294647,3515,41,0
850,298194,3572,41,0
860,301727,3626,43,0
870,305250,3670,43,0
880,308875,3713,44,0
890,312329,3758,44,0
900,315651,3785,44,0
910,319149,3838,45,0
920,322545,3880,45,0
930,326108,3924,46,0
940,329646,3959,46,0
950,333198,4013,47,0
960,336717,4047,48,0
970,340147,4079,49,0
980,343655,4131,49,0
990,347036,4166,49,0
1000,350470,4197,49,0
1010,354090,4254,49,0
1020,357612,4304,52,0
1030,361067,4343,53,0
1040,364624,4394,53,0
1050,368211,4430,53,0
1060,371693,4473,53,0
1070,375176,4520,53,0
1080,378714,4567,54,0
1090,382266,4619,54,0
1100,385843,4651,54,0
1110,389373,4683,54,0
1120,392975,4742,54,0
1130,396457,4769,55,0
1140,399888,4805,55,0
1150,403422,4847,58,0
1160,407052,4890,58,0
1170,410642,4937,59,0
1180,414178,4980,59,0
1190,417775,5031,59,0
1200,421376,5075,60,0
1210,424960,5118,62,0
1220,428437,5155,62,0
1230,431934,5200,62,0
1240,435457,5239,63,0
1250,438904,5274,63,0
1260,442486,5328,63,0
1270,446085,5380,63,0
1280,449642,5419,64,0
1290,453156,5469,65,0
1300,456549,5512,66,0
1310,460114,5550,68,0
1320,463644,5597,69,0
1330,467184,5642,69,0
1340,470685,5683,69,0
1350,474204,5718,69,0
1360,477641,5765,69,0
1370,481128,5808,70,0
1380,484947,5864,70,0
1390,488450,5907,70,0
1400,492116,5953,70,0
1410,495686,6008,72,0
1420,499232,6047,72,0
1430,502700,6083,73,0
1440,506324,6133,74,0
1450,509759,6170,74,0
1460,513297,6201,74,0
1470,516681,6236,74,0
1480,520177,6283,74,0
1490,523680,6323,74,0
1500,527153,6366,74,0
1510,530555,6396,74,0
1520,534071,6448,74,0
1530,537487,6492,74,0
1540,541025,6536,75,0
1550,544484,6581,75,0
1560,548018,6628,75,0
1570,551477,6668,75,0
1580,555138,6711,76,0
1590,558592,6757,76,0
1600,562048,6803,77,0
1610,565524,6848,78,0
1620,568768,6881,78,0
1630,572313,6936,79,0
1640,575603,6978,79,0
1650,579079,7016,80,0
1660,582657,7052,81,0
1670,586162,7093,81,0
1680,589526,7120,82,0
1690,593147,7183,83,0
1700,596750,7240,83,0
1710,600335,7283,84,0
1720,603827,7328,84,0
1730,607303,7358,84,0
1740,610940,7400,84,0
1750,614505,7441,84,0
1760,617909,7483,84,0
1770,621519,7530,85,0
1780,624951,7567,86,0
1790,628501,7608,86,0
1800,632034,7648,86,0
1810,635485,7696,86,0
1820,639076,7750,86,0
1830,642557,7783,87,0
1840,646017,7841,89,0
1850,649464,7878,89,0
1860,652969,7923,89,0
1870,656552,7969,89,0
1880,660072,8005,89,0
1890,663529,8045,89,0
1900,667001,8089,91,0
1910,670689,8124,92,0
1920,674054,8162,92,0
1930,677577,8224,95,0
1940,681088,8261,95,0
1950,684668,8311,96,0
1960,688079,8351,96,0
1970,691614,8399,98,0
1980,695154,8450,99,0
1990,698650,8492,99,0
2000,702198,8526,99,0
2010,705697,8573,99,0
2020,709208,8617,100,0
2030,712713,8665,100,0
2040,716324,8707,100,0
2050,719922,8746,100,0
2060,723480,8797,100,0
2070,727042,8834,101,0
2080,730540,8865,101,0
2090,733961,8908,102,0
2100,737563,8941,102,0
2110,741246,8980,102,0
2120,744835,9044,104,0
2130,748284,9101,105,0
2140,751715,9136,106,0
2150,755296,9168,106,0
2160,758799,9204,107,0
2170,762256,9239,109,0
2180,765704,9285,109,0
2190,769135,9331,110,0
2200,772622,9377,111,0
2210,776236,9415,111,0
2220,779789,9452,112,0
2230,783285,9500,113,0
2240,786751,9546,113,0
2250,790229,9586,113,0
2260,793700,9626,113,0
2270,797126,9655,114,0
2280,800549,9697,114,0
2290,803996,9738,115,0
2300,807480,9782,115,0
2310,811070,9830,117,0
2320,814538,9875,117,0
2330,818003,9915,117,0
2340,821519,9973,117,0
2350,825063,10015,117,0
2360,828703,10052,118,0
2370,832234,10097,119,0
2380,835805,10140,120,0
2390,839357,10166,121,0
2400,842859,10215,121,0
2410,846424,10251,121,0
2420,849883,10291,121,0
2430,853363,10332,121,0
2440,856908,10377,121,0
2450,860439,10433,123,0
2460,863936,10473,125,0
2470,867458,10524,126,0
2480,870854,10574,127,0
2490,874298,10614,127,0
2500,877858,10662,127,0
2510,881281,10703,128,0
2520,884822,10740,131,0
2530,888394,10769,132,0
2540,891985,10816,132,0
2550,895495,10857,133,0
2560,899023,10883,133,0
2570,902562,10927,134,0
2580,906027,10971,134,0
2590,909494,11010,134,0
2600,913098,11043,134,0
2610,916627,11088,135,0
2620,920194,11123,135,0
2630,923692,11181,136,0
2640,927198,11225,136,0
2650,930746,11263,136,0
2660,934244,11307,137,0
2670,937886,11365,138,0
2680,941394,11406,138,0
2690,944956,11454,139,0
2700,948491,11501,139,0
2710,951956,11543,140,0
2720,955440,11587,141,0
2730,958921,11622,142,0
2740,962639,11668,143,0
2750,966136,11695,143,0
2760,969525,11736,143,0
2770,973100,11782,143,0
2780,976641,11827,144,0
2790,980201,11864,144,0
2800,983755,11913,144,0
2810,987271,11966,144,0
2820,990802,12018,144,0
2830,994340,12055,144,0
2840,997836,12108,145,0
2850,1001376,12151,145,0
2860,1004998,12203,145,0
2870,1008537,12240,145,0
2880,1012033,12279,145,0
2890,1015656,12327,145,0
2900,1019071,12367,146,0
2910,1022486,12414,148,0
2920,1025935,12458,148,0
2930,1029476,12497,148,0
2940,1033064,12550,148,0
2950,1036523,12590,149,0
2960,1039980,12624,149,0
2970,1043633,12677,151,0
2980,1047230,12716,152,0
2990,1050798,12763,152,0
3000,1054352,12813,153,0
3010,1057832,12860,154,0
3020,1061332,12901,154,0
3030,1064770,12935,154,0
3040,1068244,12971,154,0
3050,1071783,13023,154,0
3060,1075315,13067,155,0
3070,1078861,13109,156,0
3080,1082363,13151,156,0
3090,1085966,13197,157,0
3100,1089502,13241,157,0
3110,1092913,13272,158,0
3120,1096470,13320,158,0
3130,1099963,13370,159,0
3140,1103409,13419,160,0
3150,1107052,13452,161,0
3160,1110610,13497,161,0
3170,1114212,13543,162,0
3180,1117690,13575,162,0
3190,1121335,13609,162,0
3200,1124983,13659,163,0
3210,1128465,13703,163,0
3220,1132020,13737,163,0
3230,1135352,13778,164,0
3240,1138803,13812,164,0
3250,1142279,13849,164,0
3260,1145756,13880,164,0
3270,1149277,13905,165,0
3280,1152888,13940,165,0
3290,1156331,13977,165,0
3300,1159632,14015,165,0
3310,1162972,14066,165,0
3320,1166508,14111,165,0
3330,1170082,14153,166,0
3340,1173698,14183,167,0
3350,1177096,14222,168,0
3360,1180629,14253,168,0
3370,1184097,14300,169,0
3380,1187577,14340,169,0
3390,1191059,14382,169,0
3400,1194414,14414,169,0
3410,1197977,14477,170,0
3420,1201418,14503,170,0
3430,1204932,14559,170,0
3440,1208575,14602,170,0
3450,1212123,14645,170,0
3460,1215758,14695,170,0
3470,1219259,14731,170,0
